year,state_FIPS,county_FIPS,state,county,dvoteswing_inc,dpct_grants,dpc_income,inc_ad_diff,inc_campaign_diff,dhousevote_inc,iraq_cas2004,iraq_cas2008,dpct_popl,comp_state,state_abb
1992,20,105,Kansas,Lincoln County,-1.349998474,49.86059368,2.770036697,2.690000057,0,7.330635071,0,0,-0.049356222,0,KS
1996,20,105,Kansas,Lincoln County,-12.86999893,15.74585289,1.739337921,0.324999988,-3,2.403213501,0,0,-0.001128668,0,KS
2000,20,105,Kansas,Lincoln County,-1.200000763,-32.27520585,-0.328430176,0,0,-19.33440018,0,0,0.00960452,0,KS
2004,20,105,Kansas,Lincoln County,4.359992981,-53.03376913,-1.334316254,0,0,0,0,0,-0.061275881,0,KS
2008,20,105,Kansas,Lincoln County,0.096138,7.959390432,4.217887878,0.017000001,0,6.297523499,0,0,-0.039940387,0,KS
1988,20,107,Kansas,Linn County,-11.70999908,30.14217615,-0.967580795,0.31400001,0,-26.4269104,0,0,0.00401411,0,KS
1992,20,107,Kansas,Linn County,-8.019996643,40.2086556,2.573060989,2.690000057,0,0.595600128,0,0,0.024594136,0,KS
1996,20,107,Kansas,Linn County,-5.559997559,-17.38503575,1.477478027,0.324999988,-3,12.20550156,0,0,0.064916641,0,KS
2000,20,107,Kansas,Linn County,-4.650001526,35.39973497,-0.85710144,0,0,-8.745779037,0,0,0.06584499,0,KS
2008,20,107,Kansas,Linn County,3.234718323,170.16294,0.699460983,0.017000001,0,4.042991638,0,1,-0.024896694,0,KS
1988,20,109,Kansas,Logan County,-12.59999847,-81.61375523,-0.635568619,0.31400001,0,23.48095703,0,0,-0.075438075,0,KS
1992,20,109,Kansas,Logan County,5.569999695,-33.79292488,-0.96603775,2.690000057,0,7.330635071,0,0,0.02184388,0,KS
1996,20,109,Kansas,Logan County,-7.770000458,14.84235078,-0.107244492,0.324999988,-3,2.403213501,0,0,-0.011002829,0,KS
2000,20,109,Kansas,Logan County,-2.88999939,-16.54845625,-4.19994545,0,0,-19.33440018,0,0,-0.031150667,0,KS
2004,20,109,Kansas,Logan County,1.010002136,-50.11547804,-4.083600998,0,0,0,0,0,-0.080052495,0,KS
2008,20,109,Kansas,Logan County,0.563171387,65.6296432,5.093345642,0.017000001,0,6.297523499,0,0,-0.072396576,0,KS
1988,20,111,Kansas,Lyon County,-13.84000397,31.81397617,-0.556278229,0.31400001,0,-0.914131165,0,0,-0.075391449,0,KS
1996,20,111,Kansas,Lyon County,-6.11000061,2.296240814,0.75340271,0.324999988,-3,2.403213501,0,0,0.01951359,0,KS
2000,20,111,Kansas,Lyon County,1.350002289,16.25240594,-0.395994186,0,0,-19.33440018,0,0,0.009345532,0,KS
2004,20,111,Kansas,Lyon County,4.130001068,-61.00434661,0.263307571,0,0,0,1,0,-0.0028917,0,KS
2008,20,111,Kansas,Lyon County,-6.973262787,-37.35707998,0.091703415,0.017000001,0,6.297523499,0,3,-0.015141797,0,KS
1988,20,113,Kansas,McPherson County,-12.92000198,-31.1958313,-0.732328415,0.31400001,0,-0.914131165,0,0,-0.027542219,0,KS
1992,20,113,Kansas,McPherson County,1.060001373,30.95991313,0.870418549,2.690000057,0,NA,0,0,0.036930759,0,KS
1996,20,113,Kansas,McPherson County,-8.539999008,-10.62530652,1.371273041,0.324999988,-3,2.403213501,0,0,0.03773585,0,KS
2000,20,113,Kansas,McPherson County,-2.489999771,2.929650433,0.892818451,0,0,-19.33440018,0,0,0.024103897,0,KS
2004,20,113,Kansas,McPherson County,0.569999695,21.71933353,0.960639954,0,0,0,0,0,-0.013425316,0,KS
2008,20,113,Kansas,McPherson County,-4.800239563,-18.85452271,0.349315643,0.017000001,0,6.297523499,0,0,-0.012339755,0,KS
1988,20,115,Kansas,Marion County,-8.430000305,-81.32332563,-1.021179199,0.31400001,0,-0.914131165,0,0,-0.029552171,0,KS
1992,20,115,Kansas,Marion County,1.329994202,45.44999301,2.088525772,2.690000057,0,NA,0,0,0.007417819,0,KS
1996,20,115,Kansas,Marion County,-5.499998093,-14.38789368,1.985279083,0.324999988,-3,2.403213501,0,0,0.057200436,0,KS
2000,20,115,Kansas,Marion County,-2.430000305,-0.900679454,-0.656208038,0,0,-19.33440018,0,0,-0.019281525,0,KS
2004,20,115,Kansas,Marion County,0.810005188,99.64151978,1.239187241,0,0,0,0,0,-0.046572477,0,KS
2008,20,115,Kansas,Marion County,-4.929321289,-60.3764832,2.67599678,0.017000001,0,6.297523499,0,0,-0.054727927,0,KS
1988,20,117,Kansas,Marshall County,-14.24000168,-15.66129327,-1.67832756,0.31400001,0,23.48095703,0,0,-0.042625606,0,KS
1992,20,117,Kansas,Marshall County,-4.990001678,29.09070253,2.4190979,2.690000057,0,7.330635071,0,0,-0.035974268,0,KS
1996,20,117,Kansas,Marshall County,-9.170001984,7.326168567,3.935411453,0.324999988,-3,2.403213501,0,0,-0.009921854,0,KS
2000,20,117,Kansas,Marshall County,-3.340000153,-44.50431466,0.457456589,0,0,-19.33440018,0,0,-0.030329904,0,KS
2004,20,117,Kansas,Marshall County,1.959999084,-27.27804184,4.640384674,0,0,0,0,0,-0.057161149,0,KS
2008,20,117,Kansas,Marshall County,-0.662513733,54.05948758,5.508766174,0.017000001,0,6.297523499,0,0,-0.012513338,0,KS
1988,20,119,Kansas,Meade County,-12.04000092,-21.45731151,0.471744537,0.31400001,0,23.48095703,0,0,-0.067504257,0,KS
1992,20,119,Kansas,Meade County,5.949996948,196.0920811,-1.344438553,2.690000057,0,7.330635071,0,0,-0.018725736,0,KS
1996,20,119,Kansas,Meade County,-4.689998627,97.88848758,-2.162181854,0.324999988,-3,2.403213501,0,0,0.051896673,0,KS
2000,20,119,Kansas,Meade County,-2.830001831,0.667114975,-2.44654274,0,0,-19.33440018,0,0,0.022566373,0,KS
2004,20,119,Kansas,Meade County,3.040000916,34.44955051,-0.69070816,0,0,0,0,0,-0.022933794,0,KS
2008,20,119,Kansas,Meade County,-2.542030334,-29.68984842,3.698886871,0.017000001,0,6.297523499,0,0,-0.024136404,0,KS
1988,20,121,Kansas,Miami County,-13.57999802,17.92457402,-1.109207153,0.31400001,0,-26.4269104,0,0,0.051287908,0,KS
1992,20,121,Kansas,Miami County,-4.140003204,19.93364692,1.876054764,2.690000057,0,0.595600128,0,0,0.050262827,0,KS
1996,20,121,Kansas,Miami County,-7.450000763,-6.124953181,1.031211853,0.324999988,-3,4.277332306,0,0,0.089179352,0,KS
2000,20,121,Kansas,Miami County,-3.840000153,32.57645369,0.104976654,0,0,-0.748275757,0,0,0.082599118,0,KS
2004,20,121,Kansas,Miami County,5.86000061,204.1371822,0.861610413,0,0,-4.058029175,0,0,0.03399165,0,KS
2008,20,121,Kansas,Miami County,-3.017959595,-49.49466586,0.574596405,0.017000001,0,4.042991638,0,0,0.044476863,0,KS
1988,20,123,Kansas,Mitchell County,-10.4200058,33.1810385,-1.213758469,0.31400001,0,23.48095703,0,0,-0.064216733,0,KS
1992,20,123,Kansas,Mitchell County,-3.279994965,-9.263067693,2.178936005,2.690000057,0,7.330635071,0,0,-0.032033239,0,KS
1996,20,123,Kansas,Mitchell County,-11.44999886,-8.170333505,3.228643417,0.324999988,-3,2.403213501,0,0,-0.016754361,0,KS
2000,20,123,Kansas,Mitchell County,-1.270000458,-37.21837401,-1.488409042,0,0,-19.33440018,0,0,-0.026756795,0,KS
2004,20,123,Kansas,Mitchell County,3.230003357,0.762696704,-0.993751526,0,0,0,0,0,-0.060483288,0,KS
2008,20,123,Kansas,Mitchell County,-1.354202271,7.906257361,3.216312408,0.017000001,0,6.297523499,0,0,-0.030802403,0,KS
1988,20,125,Kansas,Montgomery County,-8.360004425,-8.103925735,-0.512048721,0.31400001,0,-0.914131165,0,0,-0.041872922,0,KS
1992,20,125,Kansas,Montgomery County,-6.880001068,14.2226398,0.810998917,2.690000057,0,NA,0,0,-0.053087406,0,KS
1996,20,125,Kansas,Montgomery County,-2.830001831,2.06817314,0.327119827,0.324999988,-3,1.108745575,0,0,-0.020901974,0,KS
2000,20,125,Kansas,Montgomery County,-5.540000916,6.556194276,1.170574188,0,0,3.781509399,0,0,-0.025332471,0,KS
2004,20,125,Kansas,Montgomery County,4.830001831,-4.378451407,0.504383087,0,0,5.941692352,0,0,-0.047286287,0,KS
2008,20,125,Kansas,Montgomery County,-0.364944458,80.92758656,-0.510150909,0.017000001,0,1.01197052,0,0,-0.00626214,0,KS
1988,20,127,Kansas,Morris County,-14.11999512,-19.69088614,-1.053531647,0.31400001,0,-0.914131165,0,0,-0.004233838,0,KS
1992,20,127,Kansas,Morris County,-6.270000458,-56.18055463,1.794101715,2.690000057,0,NA,0,0,0.021259198,0,KS
1996,20,127,Kansas,Morris County,-8.869998932,-20.01118809,1.645582199,0.324999988,-3,2.403213501,0,0,0.001120897,0,KS
2000,20,127,Kansas,Morris County,-2.770000458,48.20722342,0.969291687,0,0,-19.33440018,0,0,-0.022232886,0,KS
2004,20,127,Kansas,Morris County,3.36000061,-22.58872241,-0.476585388,0,0,0,0,0,-0.033862259,0,KS
2008,20,127,Kansas,Morris County,-0.368980408,28.12879384,0.557590485,0.017000001,0,6.297523499,0,0,0.018794447,0,KS
1988,20,129,Kansas,Morton County,-17.26999664,25.9806484,-0.693065643,0.31400001,0,23.48095703,0,0,0.00311262,0,KS
1992,20,129,Kansas,Morton County,4.319999695,39.91541266,-1.627090454,2.690000057,0,7.330635071,0,0,-0.025952045,0,KS
1996,20,129,Kansas,Morton County,-4.359998703,35.98842919,5.286312103,0.324999988,-3,2.403213501,0,0,-0.003764842,0,KS
2000,20,129,Kansas,Morton County,-4.890001297,-13.64136934,0.550640106,0,0,-19.33440018,0,0,0.011627907,0,KS
2004,20,129,Kansas,Morton County,3.399993896,-51.19937062,2.437835693,0,0,0,0,0,-0.072701149,0,KS
2008,20,129,Kansas,Morton County,1.042572021,-19.70149428,5.972568512,0.017000001,0,6.297523499,0,0,-0.054539822,0,KS
1988,20,131,Kansas,Nemaha County,-11.72000122,5.051413551,-0.43381691,0.31400001,0,-2.63366127,0,0,-0.042547196,0,KS
1992,20,131,Kansas,Nemaha County,2.669998169,3.622560948,0.601425171,2.690000057,0,4.920436859,0,0,0.032470081,0,KS
1996,20,131,Kansas,Nemaha County,-6.230003357,-45.0365454,4.267110825,0.324999988,-3,12.20550156,0,0,0.017862232,0,KS
2000,20,131,Kansas,Nemaha County,-5.88999939,-28.19465995,1.748645782,0,0,-8.745779037,0,0,-0.002706992,0,KS
2004,20,131,Kansas,Nemaha County,4.279998779,-14.10621852,4.34721756,0,0,0,0,0,-0.036690377,0,KS
2008,20,131,Kansas,Nemaha County,-2.017059326,2.866594121,1.776683807,0.017000001,0,6.297523499,0,0,-0.02254178,0,KS
1988,20,133,Kansas,Neosho County,-12.61000061,47.28683829,0.026021957,0.31400001,0,-0.914131165,0,0,-0.097477846,0,KS
1992,20,133,Kansas,Neosho County,-1.25,-40.7189399,1.2519207,2.690000057,0,NA,0,0,-0.005984197,0,KS
1996,20,133,Kansas,Neosho County,-6.319999695,-4.39873822,0.677476883,0.324999988,-3,12.20550156,0,0,0,0,KS
2000,20,133,Kansas,Neosho County,-3.369998932,43.87037158,0.338689804,0,0,-8.745779037,0,0,-0.009644047,0,KS
2004,20,133,Kansas,Neosho County,5.200000763,-30.94716072,-0.024162292,0,0,-4.058029175,0,0,-0.030630311,0,KS
2008,20,133,Kansas,Neosho County,-2.342460632,7.572165132,0.325277328,0.017000001,0,4.042991638,0,0,-0.017412482,0,KS
1988,20,135,Kansas,Ness County,-18.61000061,79.27692533,-2.126451492,0.31400001,0,23.48095703,0,0,-0.082032897,0,KS
1992,20,135,Kansas,Ness County,5.020000458,48.25116992,2.549591064,2.690000057,0,7.330635071,0,0,-0.107512064,0,KS
1996,20,135,Kansas,Ness County,-12.62000084,-43.47872436,3.039518356,0.324999988,-3,2.403213501,0,0,-0.07773488,0,KS
2000,20,135,Kansas,Ness County,-3.020000458,-84.56689119,2.711971283,0,0,-19.33440018,0,0,-0.039910689,0,KS
2004,20,135,Kansas,Ness County,-0.11000061,-0.240698922,-3.456172943,0,0,0,0,0,-0.094186045,0,KS
2008,20,135,Kansas,Ness County,2.228378296,58.40312839,5.928134918,0.017000001,0,6.297523499,0,0,-0.066431321,0,KS
1988,20,137,Kansas,Norton County,-11.22999573,44.98707056,-1.783624649,0.31400001,0,23.48095703,0,0,-0.039306715,0,KS
1992,20,137,Kansas,Norton County,-3.870002747,-16.28529578,2.064371109,2.690000057,0,7.330635071,0,0,-0.05798969,0,KS
1996,20,137,Kansas,Norton County,-8.570001602,-29.40384746,1.633781433,0.324999988,-3,2.403213501,0,0,0.025307797,0,KS
2000,20,137,Kansas,Norton County,-0.549999237,-74.12366867,2.483886719,0,0,-19.33440018,0,0,-0.008005337,0,KS
2004,20,137,Kansas,Norton County,7.089996338,72.82376885,-1.049554825,0,0,0,0,0,-0.053295225,0,KS
2008,20,137,Kansas,Norton County,-2.558280945,46.42705619,1.315343857,0.017000001,0,6.297523499,0,0,-0.037826318,0,KS
1988,20,139,Kansas,Osage County,-12.23999786,-44.31801736,-1.117328644,0.31400001,0,-0.914131165,0,0,-0.021617087,0,KS
1992,20,139,Kansas,Osage County,-2.459999084,92.84029603,1.333221436,2.690000057,0,NA,0,0,0.021698983,0,KS
1996,20,139,Kansas,Osage County,-5.5,9.584508091,2.129899979,0.324999988,-3,12.20550156,0,0,0.056871731,0,KS
2000,20,139,Kansas,Osage County,-1.619998932,-34.3033582,0.544139862,0,0,-8.745779037,0,0,0.023576839,0,KS
2004,20,139,Kansas,Osage County,5.579998016,-18.87877434,-0.308481216,0,0,-4.058029175,0,0,-2.39E-04,0,KS
2008,20,139,Kansas,Osage County,0.11051178,-20.26214004,0.555295944,0.017000001,0,4.042991638,0,0,-0.029127372,0,KS
1988,20,141,Kansas,Osborne County,-13.94999695,10.0735195,-0.661453247,0.31400001,0,23.48095703,0,0,-0.095057718,0,KS
1992,20,141,Kansas,Osborne County,-5.75,-8.403891325,2.88656044,2.690000057,0,7.330635071,0,0,-0.052820411,0,KS
1996,20,141,Kansas,Osborne County,-15.94999886,16.98812544,0.579130173,0.324999988,-3,2.403213501,0,0,-0.014941078,0,KS
2000,20,141,Kansas,Osborne County,-2.5,14.78768885,0.074293137,0,0,-19.33440018,0,0,-0.052552875,0,KS
2004,20,141,Kansas,Osborne County,3.020004272,36.23048365,-2.120731354,0,0,0,0,0,-0.086583994,0,KS
2008,20,141,Kansas,Osborne County,0.897201538,78.58333588,3.96836853,0.017000001,0,6.297523499,0,0,-0.060972601,0,KS
1988,20,143,Kansas,Ottawa County,-11.20999908,-40.60664773,-0.11132431,0.31400001,0,23.48095703,0,0,-0.004741744,0,KS
1992,20,143,Kansas,Ottawa County,-3.130001068,39.66930211,2.965070724,2.690000057,0,7.330635071,0,0,-0.051897228,0,KS
1996,20,143,Kansas,Ottawa County,-8.349998474,-23.01800996,3.107206345,0.324999988,-3,2.403213501,0,0,0.066223979,0,KS
2000,20,143,Kansas,Ottawa County,-4.760000229,-1.457397919,-0.416488647,0,0,-19.33440018,0,0,0.041743815,0,KS
2004,20,143,Kansas,Ottawa County,3.870002747,-9.213048965,-2.120248795,0,0,0,0,0,-0.025044434,0,KS
2008,20,143,Kansas,Ottawa County,-3.058784485,40.72598517,1.684558868,0.017000001,0,6.297523499,0,0,-0.006794829,0,KS
1988,20,145,Kansas,Pawnee County,-14.86000061,27.4320066,-0.915933609,0.31400001,0,23.48095703,0,0,-0.059622269,0,KS
1992,20,145,Kansas,Pawnee County,-0.489997864,-7.890508324,0.009897232,2.690000057,0,7.330635071,0,0,0.006957206,0,KS
1996,20,145,Kansas,Pawnee County,-12.56999969,-38.12623918,0.594211578,0.324999988,-3,2.403213501,0,0,-0.029852692,0,KS
2000,20,145,Kansas,Pawnee County,1.75,-2.57383585,0.666280746,0,0,-19.33440018,0,0,-0.030099435,0,KS
2004,20,145,Kansas,Pawnee County,8.099998474,11.43410951,-0.119813919,0,0,0,0,0,-0.071903571,0,KS
2008,20,145,Kansas,Pawnee County,-4.874641418,-37.00306118,3.381912231,0.017000001,0,6.297523499,0,0,-0.066129275,0,KS
1988,20,147,Kansas,Phillips County,-11.1000061,0.660853041,-1.258171082,0.31400001,0,23.48095703,0,0,-0.039132882,0,KS
1992,20,147,Kansas,Phillips County,-5.509994507,24.31344539,2.323680878,2.690000057,0,7.330635071,0,0,-0.054351009,0,KS
1996,20,147,Kansas,Phillips County,-7.380001068,-5.203996599,1.016843796,0.324999988,-3,2.403213501,0,0,-0.038574748,0,KS
2000,20,147,Kansas,Phillips County,-4.530000687,25.15681088,0.158081055,0,0,-19.33440018,0,0,-0.034160491,0,KS
2004,20,147,Kansas,Phillips County,3.099998474,24.48738068,-3.721374512,0,0,0,0,0,-0.068401732,0,KS
1988,20,149,Kansas,Pottawatomie County,-11.38999939,29.76996899,-0.61523819,0.31400001,0,-2.63366127,0,0,0.029932765,0,KS
1992,20,149,Kansas,Pottawatomie County,-0.830001831,0.925492961,1.24146843,2.690000057,0,4.920436859,0,0,0.048898373,0,KS
1996,20,149,Kansas,Pottawatomie County,-9.610002518,-12.90273815,0.666370392,0.324999988,-3,12.20550156,0,0,0.040394973,0,KS
2000,20,149,Kansas,Pottawatomie County,-1.709999084,61.24043465,1.760416031,0,0,-8.745779037,0,0,0.051308598,0,KS
2004,20,149,Kansas,Pottawatomie County,3.420005798,-26.06861889,0.140796661,0,0,-4.058029175,0,0,0.021830717,0,KS
2008,20,149,Kansas,Pottawatomie County,-1.651672363,-2.397459,0.554019928,0.017000001,0,4.042991638,0,0,0.059059754,0,KS
1988,20,151,Kansas,Pratt County,-11.82999802,-71.71854973,1.874507904,0.31400001,0,23.48095703,0,0,-0.075290836,0,KS
1992,20,151,Kansas,Pratt County,-5.450000763,-24.06205237,-0.30316925,2.690000057,0,7.330635071,0,0,-0.027878422,0,KS
1996,20,151,Kansas,Pratt County,-10.63999939,-2.37844307,1.701116562,0.324999988,-3,2.403213501,0,0,0.01076716,0,KS
2000,20,151,Kansas,Pratt County,-3.25,-1.351700071,0.692070007,0,0,-19.33440018,0,0,-0.013725289,0,KS
2004,20,151,Kansas,Pratt County,3.520004272,-26.56259239,0.409805298,0,0,0,0,0,-0.031882852,0,KS
2008,20,151,Kansas,Pratt County,-3.61958313,221.0230589,2.239044189,0.017000001,0,6.297523499,0,0,0.004720017,0,KS
1992,20,153,Kansas,Rawlins County,3.959999084,45.58467567,1.579904556,2.690000057,0,7.330635071,0,0,-0.063104033,0,KS
1996,20,153,Kansas,Rawlins County,-8.36000061,-13.20928633,0.927366257,0.324999988,-3,2.403213501,0,0,-0.026092233,0,KS
2004,20,153,Kansas,Rawlins County,1.519996643,-24.23697114,-8.097335815,0,0,0,0,0,-0.090909094,0,KS
1988,20,155,Kansas,Reno County,-11.72999954,15.8435598,0.629295349,0.31400001,0,0.536300659,0,0,-0.021788938,0,KS
1992,20,155,Kansas,Reno County,2.649997711,24.94755685,0.66794014,2.690000057,0,15.66106606,0,0,-0.003871708,0,KS
1996,20,155,Kansas,Reno County,-5.909999847,19.6473524,1.205116272,0.324999988,-3,2.403213501,0,0,0.020889316,0,KS
2000,20,155,Kansas,Reno County,-1.659999847,13.59038949,0.314941406,0,0,-19.33440018,0,0,0.013552471,0,KS
2004,20,155,Kansas,Reno County,3.36000061,-11.43665314,-0.59617424,0,0,0,0,0,-0.020528357,0,KS
2008,20,155,Kansas,Reno County,-4.049583435,0.819625426,0.0515728,0.017000001,0,6.297523499,0,2,-0.002146363,0,KS
1988,20,157,Kansas,Republic County,-8.530006409,-51.62422657,-0.936864853,0.31400001,0,23.48095703,0,0,-0.055328734,0,KS
1992,20,157,Kansas,Republic County,-3.399993896,57.68905282,4.478414536,2.690000057,0,7.330635071,0,0,-0.069150522,0,KS
1996,20,157,Kansas,Republic County,-11.54000092,106.9647312,3.146459579,0.324999988,-3,2.403213501,0,0,-0.018091578,0,KS
2000,20,157,Kansas,Republic County,-1.909999847,67.97710061,-1.833055496,0,0,-19.33440018,0,0,-0.054133378,0,KS
2004,20,157,Kansas,Republic County,-0.089996338,-76.77184939,-2.166727066,0,0,0,0,0,-0.110670574,0,KS
2008,20,157,Kansas,Republic County,-3.000068665,-14.09484446,4.037153244,0.017000001,0,6.297523499,0,0,-0.063384376,0,KS
1988,20,159,Kansas,Rice County,-14.58999634,-24.42601919,-0.016260147,0.31400001,0,23.48095703,0,0,-0.049668297,0,KS
1992,20,159,Kansas,Rice County,2.939998627,41.5745914,0.224536896,2.690000057,0,7.330635071,0,0,-0.0360981,0,KS
1996,20,159,Kansas,Rice County,-8.340000153,-3.691283986,1.223596573,0.324999988,-3,2.403213501,0,0,0.02582428,0,KS
2000,20,159,Kansas,Rice County,-0.659999847,-0.604903325,1.725618362,0,0,-19.33440018,0,0,-0.00306549,0,KS
2004,20,159,Kansas,Rice County,6.669998169,48.75321388,0.216308594,0,0,0,0,0,-0.025158405,0,KS
2008,20,159,Kansas,Rice County,-3.071487427,15.79520553,1.25428009,0.017000001,0,6.297523499,0,0,-0.031925064,0,KS
1988,20,161,Kansas,Riley County,-8.810001373,18.4641704,-0.344928741,0.31400001,0,-2.63366127,0,0,-0.009044862,0,KS
1992,20,161,Kansas,Riley County,-5.209999084,1.633819751,1.396722794,2.690000057,0,4.920436859,0,0,0.035414387,0,KS
1996,20,161,Kansas,Riley County,-10.81999969,-11.55274585,0.455207825,0.324999988,-3,12.20550156,0,0,-0.038008343,0,KS
2000,20,161,Kansas,Riley County,-1.069999695,36.86853647,0.999967575,0,0,-8.745779037,0,0,-0.03653191,0,KS
2004,20,161,Kansas,Riley County,-1.729999542,4.866478592,0.24996376,0,0,-4.058029175,0,0,0.048490133,0,KS
2008,20,161,Kansas,Riley County,-7.673297882,-15.99914432,1.019008636,0.017000001,0,4.042991638,0,1,0.075123973,0,KS
1988,20,163,Kansas,Rooks County,-13.1499939,47.53750861,0.488138199,0.31400001,0,23.48095703,0,0,-0.10443531,0,KS
1992,20,163,Kansas,Rooks County,-3.86000061,24.38045591,2.528881073,2.690000057,0,7.330635071,0,0,-0.048575949,0,KS
1996,20,163,Kansas,Rooks County,-12.30999756,-4.18150723,2.18355751,0.324999988,-3,2.403213501,0,0,-0.021619823,0,KS
2000,20,163,Kansas,Rooks County,-3.010000229,-16.71518236,0.361400604,0,0,-19.33440018,0,0,-0.037395887,0,KS
2004,20,163,Kansas,Rooks County,2.739997864,-15.5554533,-2.579456329,0,0,0,0,0,-0.059509095,0,KS
2008,20,163,Kansas,Rooks County,1.585601807,171.5839028,3.891921997,0.017000001,0,6.297523499,0,0,-0.044686444,0,KS
1988,20,165,Kansas,Rush County,-20.38999939,-30.32751083,-1.866817474,0.31400001,0,23.48095703,0,0,-0.102247193,0,KS
1992,20,165,Kansas,Rush County,1.709999084,-40.25141895,1.984027863,2.690000057,0,7.330635071,0,0,-0.044055067,0,KS
1996,20,165,Kansas,Rush County,-17.05000114,-4.179099575,1.750457764,0.324999988,-3,2.403213501,0,0,-0.038753599,0,KS
2000,20,165,Kansas,Rush County,-1.609998703,-6.092585996,3.06640625,0,0,-19.33440018,0,0,-0.03731953,0,KS
2004,20,165,Kansas,Rush County,-0.640007019,-0.601623394,-3.617671967,0,0,0,0,0,-0.044142615,0,KS
2008,20,165,Kansas,Rush County,0.622108459,43.21165979,3.266742706,0.017000001,0,6.297523499,0,0,-0.053582001,0,KS
1988,20,167,Kansas,Russell County,-15.29000092,18.32289994,-1.9966259,0.31400001,0,23.48095703,0,0,-0.094741419,0,KS
1992,20,167,Kansas,Russell County,-7.5,44.5252955,1.690778732,2.690000057,0,7.330635071,0,0,-0.081613056,0,KS
1996,20,167,Kansas,Russell County,-27.69999886,25.75093508,1.839302063,0.324999988,-3,2.403213501,0,0,5.23E-04,0,KS
2000,20,167,Kansas,Russell County,9.290000916,5.816263333,1.423271179,0,0,-19.33440018,0,0,-0.039576802,0,KS
2004,20,167,Kansas,Russell County,3.420005798,-25.26213825,-0.635271072,0,0,0,0,0,-0.054263566,0,KS
2008,20,167,Kansas,Russell County,0.723739624,3.513229266,1.690368652,0.017000001,0,6.297523499,0,0,-0.046160482,0,KS
1988,20,169,Kansas,Saline County,-11.30999756,-7.031571865,0.312982559,0.31400001,0,23.48095703,0,0,-0.011364543,0,KS
1992,20,169,Kansas,Saline County,-6.659999847,-8.062686771,0.805366516,2.690000057,0,7.330635071,0,0,0.028193442,0,KS
1996,20,169,Kansas,Saline County,-9.700000763,20.65551281,1.003570557,0.324999988,-3,2.403213501,0,0,0.042287778,0,KS
2000,20,169,Kansas,Saline County,-0.619998932,-56.93179965,1.36844635,0,0,-19.33440018,0,0,0.009522017,0,KS
2004,20,169,Kansas,Saline County,4.390003204,24.84479845,0.768672943,0,0,0,0,0,0.003019796,0,KS
2008,20,169,Kansas,Saline County,-3.234069824,7.785513997,0.237602234,0.017000001,0,6.297523499,0,0,0.005593964,0,KS
1988,20,171,Kansas,Scott County,-13.61000061,-16.09755456,-2.166173935,0.31400001,0,23.48095703,0,0,-0.057830092,0,KS
1992,20,171,Kansas,Scott County,5.900001526,22.75638282,-1.129333496,2.690000057,0,7.330635071,0,0,-0.034944776,0,KS
1996,20,171,Kansas,Scott County,-4.440000534,-4.358520359,-2.565807343,0.324999988,-3,2.403213501,0,0,-0.027579738,0,KS
2000,20,171,Kansas,Scott County,-1.989999771,-1.415235829,-3.312145233,0,0,-19.33440018,0,0,-0.016785646,0,KS
2004,20,171,Kansas,Scott County,3.470001221,-25.72313547,-3.437915802,0,0,0,0,0,-0.097135007,0,KS
2008,20,171,Kansas,Scott County,0.463417053,100.4650831,2.651126862,0.017000001,0,6.297523499,0,0,-0.018256901,0,KS
1988,20,173,Kansas,Sedgwick County,-6.680000305,-0.734267756,0.134082794,0.31400001,0,0.536300659,0,0,0.038246449,0,KS
1992,20,173,Kansas,Sedgwick County,-2.090000153,17.74839312,0.448139191,2.690000057,0,15.66106606,0,0,0.063312948,0,KS
1996,20,173,Kansas,Sedgwick County,-6.36000061,-4.095590487,1.110744476,0.324999988,-3,1.108745575,0,0,0.031158267,0,KS
2000,20,173,Kansas,Sedgwick County,1.059997559,4.921318218,0.557312012,0,0,3.781509399,0,0,0.047999758,0,KS
2004,20,173,Kansas,Sedgwick County,3.029998779,1.499756798,0.736736298,0,0,5.941692352,3,0,0.018357564,0,KS
2008,20,173,Kansas,Sedgwick County,-6.19562912,0.174549711,-0.415782928,0.017000001,0,1.01197052,0,8,0.044265512,0,KS
1988,20,175,Kansas,Seward County,-10.1499939,-29.01977003,-0.804548264,0.31400001,0,23.48095703,0,0,0.03734662,0,KS
1992,20,175,Kansas,Seward County,-1.160003662,22.18616307,-1.883138657,2.690000057,0,7.330635071,0,0,-0.006869835,0,KS
1996,20,175,Kansas,Seward County,-4.409999847,-22.39534855,-0.60133934,0.324999988,-3,2.403213501,0,0,0.104748532,0,KS
2000,20,175,Kansas,Seward County,-3.01999855,36.62182391,1.293306351,0,0,-19.33440018,0,0,0.061390705,0,KS
2004,20,175,Kansas,Seward County,1.739997864,5.051344633,0.435258865,0,0,0,0,0,0.003459747,0,KS
2008,20,175,Kansas,Seward County,-6.742027283,57.54864812,0.863710403,0.017000001,0,6.297523499,0,1,0.005481148,0,KS
1988,20,177,Kansas,Shawnee County,-11.15000153,16.78572744,0.301849365,0.31400001,0,-2.63366127,0,0,0.024536442,0,KS
1992,20,177,Kansas,Shawnee County,-3.259998322,28.17830145,0.58206749,2.690000057,0,4.920436859,0,0,0.019992547,0,KS
1996,20,177,Kansas,Shawnee County,-3.649997711,-3.260857984,0.528841019,0.324999988,-3,12.20550156,0,0,0.024398858,0,KS
